img_name,PSNR
100083_1.png,29.543163826057004
100083_2.png,27.89458224427997
100083_3.png,29.350353099582836
100083_4.png,27.775248485247968
100083_5.png,34.35844226350643
100187_1.png,29.811004984401368
100187_2.png,27.899531369296085
100187_3.png,28.029081701555704
100187_4.png,32.63007403720184
100187_5.png,29.84634140618957
100283_1.png,30.926188260169877
100283_2.png,27.89914680216669
100283_3.png,27.850307448048515
100283_4.png,26.33350110977604
100283_5.png,32.47158354535294
100553_1.png,27.93333706912673
100553_2.png,27.86349144329212
100553_3.png,27.871342069642424
100553_4.png,28.05346659102468
100553_5.png,27.939442330399544
101053_1.png,31.634869290946444
101053_2.png,27.950755448198464
101053_3.png,28.236762136470382
101053_4.png,27.83261159302359
101053_5.png,31.11879602641595
10107_1.png,28.33581230870437
10107_2.png,28.313303750182328
10107_3.png,28.38221006076778
10107_4.png,28.627556280686782
10107_5.png,28.3575865047122
101862_1.png,30.54222996323861
101862_2.png,27.87476770432657
101862_3.png,27.89889069648634
101862_4.png,28.61829422935362
101862_5.png,31.74314446724101
101969_1.png,29.120275576011345
101969_2.png,27.876613133060864
101969_3.png,27.880332312935977
101969_4.png,27.59214977485056
101969_5.png,28.99392172728013
10216_1.png,31.8709925082721
10216_2.png,27.94212497276029
10216_3.png,27.896376920741076
10216_4.png,27.963203523853014
10216_5.png,32.42740886289573
103306_1.png,28.162357280638247
103306_2.png,27.752911468479773
103306_3.png,27.808611501932457
103306_4.png,27.513296421457163
103306_5.png,28.17522789571161
103307_1.png,27.91487640342268
103307_2.png,27.94450276851493
103307_3.png,27.95847689140532
103307_4.png,27.984959260481336
103307_5.png,27.95215078006624
10386_1.png,29.905556112616807
10386_2.png,28.160278529717036
10386_3.png,28.28168131500465
10386_4.png,27.789180022657124
10386_5.png,29.84536278027333
10393_1.png,31.58504029559621
10393_2.png,28.107168849333057
10393_3.png,28.100332929512128
10393_4.png,28.45200475719548
10393_5.png,29.771886908988677
104326_1.png,31.400015425524742
104326_2.png,28.08831129889974
104326_3.png,28.16800507367131
104326_4.png,28.18560332512177
104326_5.png,31.51323059914397
104455_1.png,28.490105442271343
104455_2.png,28.11164568719567
104455_3.png,28.21913501807425
104455_4.png,28.16118170933242
104455_5.png,28.84602636303154
104619_1.png,28.58872165311425
104619_2.png,27.979986120424787
104619_3.png,28.13100954006122
104619_4.png,27.25547665335107
104619_5.png,28.83835207638536
105011_1.png,31.905084777237025
105011_2.png,26.90494005883537
105011_3.png,26.856005786396825
105011_4.png,26.67142769859394
105011_5.png,32.22707451696312
105150_1.png,27.93124902488429
105150_2.png,27.872951962830577
105150_3.png,27.863410335397997
105150_4.png,27.94750437165252
105150_5.png,27.977359888289453
105156_1.png,29.192860277530016
105156_2.png,28.152771485389195
105156_3.png,28.52257376838456
105156_4.png,27.971299420309656
105156_5.png,31.61992209291522
105538_1.png,30.872373206255787
105538_2.png,28.009201271231344
105538_3.png,28.01480370387325
105538_4.png,30.974823932498943
105538_5.png,31.955894541164817
105711_1.png,29.46967537284705
105711_2.png,28.12938205289857
105711_3.png,28.889737173267687
105711_4.png,27.777208033016308
105711_5.png,29.7407039216194
